sample,con_1,con_2,con_3,con_4,con_5,con_6,con_7,con_8,le1_1,le1_2,le1_3,le1_4,le1_5,le1_6,le1_7,le1_8,le2_1,le2_2,le2_3,le2_4,le2_5,le2_6,le2_7,le2_8,le3_1,le3_2,le3_3,le3_4,le3_5,le3_6,le3_7,le3_8,mp1_10,mp1_11,mp1_2,mp1_3,mp1_4,mp1_5,mp1_7,mp1_8,mp2_1,mp2_10,mp2_11,mp2_3,mp2_4,mp2_5,mp2_8,mp2_9,mp3_11,mp3_12,mp3_13,mp3_16,mp3_17,mp3_3,mp3_6,mp3_9,px1_1,px1_2,px1_3,px1_4,px1_5,px1_6,px1_7,px1_8,px2_1,px2_10,px2_12,px2_2,px2_3,px2_7,px2_8,px2_9,px3_1,px3_2,px3_3,px3_4,px3_5,px3_6,px3_7,px3_8,sl1_1,sl1_3,sl1_4,sl1_5,sl1_6,sl1_7,sl1_8,sl2_2,sl2_3,sl2_4,sl2_5,sl2_6,sl2_7,sl2_8,sl2_9,sl3_1,sl3_2,sl3_3,sl3_4,sl3_5,sl3_6,sl3_7,sl3_9,,,,,,,,,,,,,
group,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,le1,le1,le1,le1,le1,le1,le1,le1,le2,le2,le2,le2,le2,le2,le2,le2,le3,le3,le3,le3,le3,le3,le3,le3,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp3,mp3,mp3,mp3,mp3,mp3,mp3,mp3,px1,px1,px1,px1,px1,px1,px1,px1,px2,px2,px2,px2,px2,px2,px2,px2,px3,px3,px3,px3,px3,px3,px3,px3,sl1,sl1,sl1,sl1,sl1,sl1,sl1,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl3,sl3,sl3,sl3,sl3,sl3,sl3,sl3,,,,,,,,,,,,,
sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,1.27,2.18,4.62,3.07,2.74,1.65,2.665,2.655,2.63,3,4.885,3.495,3.99,3.045,1.533333333,1.173333333,2.81,0.3,1.013333333,1.66,1.906666667,2.613333333,,,,,,,,,,,,,
px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.67,0.66,0.78,1.15,1.02,1.08,0.97,1.205,0.31,1.225,1.06,0.67,1.235,1.185,0.985,0.74,0.763333333,0.976666667,0.823333333,0.89,1.28,0.9,0.853333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20.5,26.5,18,12,20,20.5,13,16.75,21.5,22.25,11.5,12.25,20.5,15.25,20,17.5,18.33333333,17.66666667,14.83333333,18.66666667,12.5,14.33333333,16.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,1336.789303,1713.020012,606.0610603,713.339775,705.9124504,604.1394626,3649.942956,790.6485768,1951.449453,293.2216656,515.7627938,1062.580797,1368.736443,1543.407346,1229.788215,2314.378348,1902.614449,1126.229466,1482.331405,812.9132407,1453.330134,1951.449453,1146.581439,1191.11141,1408.752038,1472.854001,1978.19046,848.7083908,973.5987907,876.3715278,1611.326375,1256.429863,363.7820842,1420.006371,902.2325132,1.027248677,463.0867833,1607.836189,2183.884519,2389.328411,303.6239875,2026.898876,1131.657559,537.4009449,1.011830311,5431.894433,1.006167081,967.6340123,3851.750519,895.5991683,1690.605676,1742.905937,742.3878038,529.3804201,1.008047767,1119.585044,1312.345924,556.4298969,1325.180772,847.3257626,682.1486486,328.2729469,250.5946115,383.3591229,1.172403382,647.9597631,452.1427387,1.051277886,1.182687622,1457.318634,1.121217371,404.0511464,0.982341631,1.070050705,1121.980266,0.104597664,437.3168827,1926.905685,0.989551478,1.051277886,419.5494808,316.8549531,666.4763412,1.137775434,1024.003603,1.149905236,356.6375448,532.6789277,505.372918,353.2511445,868.0974737,0.973475732,1490.621121,1.074313856,427.5222222,921.5687106,1838.180409,913.8233025,769.1718291,1972.057275,569.0761382,1023.049591,629.8010278,,,,,,,,,,,,,
7962,2183.613771,2109.67055,1282.494919,1816.330452,2405.473986,2048.188708,1920.072235,703.4275549,802.8529874,631.6256096,254.5107372,1269.829854,1380.435045,1078.965917,656.8162691,221.6014442,270.115701,1.107403605,1.011830311,462.8440123,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,204.0236201,1.105134335,203.9981884,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,1.035135423,0.975236086,1.137775434,1.1282543,1.149905236,1.0233502,1.019481201,1.063719044,1.201125959,1.085121842,0.973475732,0.971721722,1.074313856,0.980555556,1.055392477,1.135380117,1.426734274,1.017557652,1.011830311,1.145022411,1.087309588,1.078611111,,,,,,,,,,,,,
2797,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,8867.470565,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,1.035135423,0.975236086,1.137775434,1.1282543,1.149905236,1.0233502,1.019481201,1.063719044,1.201125959,1.085121842,0.973475732,0.971721722,1.074313856,0.980555556,1.055392477,1.135380117,1.426734274,1.017557652,1.011830311,1.145022411,1.087309588,1.078611111,,,,,,,,,,,,,
325,4237.564716,4025.655018,4009.714883,5064.828495,3866.093199,4008.447162,5118.58755,3732.970965,4458.033135,4491.468405,4376.672009,4663.67628,4199.798144,5255.863791,3190.801856,4895.582926,3508.958035,3685.439197,4012.919012,4629.63858,4332.041747,5052.739052,1748.285985,5722.437873,5066.306487,4102.699747,4088.99704,3998.453819,4662.193382,4309.795259,6058.67504,2533.917209,5122.849076,4752.815749,5070.499471,4798.278571,5733.730371,4773.106179,4983.425718,5254.246953,4911.208723,4479.732591,4172.98725,4307.427458,3635.506306,4031.47548,4648.491915,2419.684259,4980.764019,4701.585093,6267.668478,5069.009299,4012.138401,5283.042005,3204.583853,4542.569587,5566.748398,5260.7311,5066.744217,4369.56385,4936.720085,4549.944602,5493.415048,6038.237048,5635.743056,4744.982493,5084.880952,4688.699372,5346.930738,4217.8686,4859.356087,5384.49515,4855.714683,5530.022046,7072.76765,535.9584303,4638.027778,5934.641473,4499.490571,4943.10862,4230.77648,4966.579761,4921.04129,4546.550633,5284.743143,5296.463516,4452.596721,2873.917507,4900.553638,4521.038109,5691.464062,3721.597724,3515.689189,4168.33776,3926.144444,4924.461296,5155.761111,6688.530276,2797.265985,5115.81405,5009.473048,4066.537858,4683.329444,,,,,,,,,,,,,
3156,5974.81708,1949.618578,1780.146793,3490.18292,6178.472773,5506.778684,3389.920635,5556.178841,2936.219136,5611.24788,5569.366987,4270.933593,5662.123403,3063.160941,4724.016457,6194.664861,6146.463102,2523.772815,4764.708933,1423.766667,3601.236138,2629.821221,4335.61553,1955.417563,2747.40566,1781.697096,1956.087773,3782.954911,2060.952742,542.2112967,3946.486479,1507.949807,1305.62885,4092.784913,5624.186508,1962.044974,3549.947062,3564.456906,4767.703496,3936.703,4841.653427,4228.621753,3655.784381,1875.540324,2431.428236,4333.309042,2460.078514,3951.312037,4588.633437,1503.016635,1488.952295,4560.951061,745.6531304,2715.660569,858.0502596,1607.950034,1153.663574,4918.244273,5459.157209,4481.964206,4631.74896,2137.852079,2392.408104,1083.904908,5621.674215,8736.523401,4253.499467,3522.832196,5286.61367,8038.582607,3335.621679,3257.234347,7272.275096,5298.891093,6467.172454,383.1412432,2287.854012,4393.116925,2094.880479,6297.154538,9312.345275,9007.748454,8698.130651,10432.26295,5087.29864,10067.42034,4575.398746,3368.36589,8260.842099,10434.18121,13607.4279,3782.926695,10300.25025,9947.07199,10540.97222,12073.68993,12704.90351,16806.92975,6725.038522,14641.18459,6743.036978,5310.420027,7814.5375,,,,,,,,,,,,,
3794,30878.1117,9032.498208,9157.232949,9542.858774,15451.53219,15252.968,1739.501178,5670.476109,5417.929187,7794.200329,9210.716613,11002.52035,10481.94746,4599.472161,4716.511211,9992.416143,2436.133464,1.107403605,1.011830311,107.225929,1270.111164,2670.523527,5088.86048,2406.578554,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,251.0901222,422.6704929,10807.15178,5352.483945,780.6062698,13487.77513,11698.42672,9014.971184,7702.980025,5474.975387,19646.85099,6928.328149,3974.063069,12440.11514,17201.11528,314.1510345,10182.41086,14800.94136,402.1102544,1956.40595,1.172403382,182.7389425,6367.386882,7309.922087,1648.1581,5500.473705,1870.950685,11000.72136,4213.718115,1281.796371,4936.720085,3003.391619,2775.598893,2745.054249,2299.083031,4863.946954,991.1033227,6719.768248,9747.711379,3088.256763,1628.007623,8542.214782,4117.976118,5443.347939,377.0644676,325.0895397,7737.237037,1872.177003,5160.510958,6136.309021,16511.82243,18001.00501,13458.25799,12811.35138,25385.72176,38889.79507,24089.66371,11142.92953,9754.303638,6030.85344,15886.18377,6260.422433,10348.83634,20551.62406,33574.22222,6765.065775,4375.754971,1582.24831,13513.16562,5016.65468,8899.114178,11308.01971,18304.03056,,,,,,,,,,,,,
1302,565.697104,1007.283602,975.6826728,255.8271363,536.7374339,953.750151,832.4325707,1058.747799,1385.009026,1525.28785,754.9240652,1377.46196,1640.144011,596.1928302,771.5393196,1201.848649,1614.444742,1511.605921,330.4637794,1821.654321,1009.360551,1599.826753,1520.975379,1564.56601,1158.885104,1759.469752,1833.417862,1479.46141,882.1427849,717.8342912,1015.014794,1125.873463,487.2575861,961.1513507,625.183545,372.8912698,332.8219724,399.4893302,1.211922597,1.137775434,1638.077622,486.8583552,460.8410178,1252.030927,864.5078174,1.109682213,543.632074,405.3180864,168.1423676,497.4860845,251.363285,1.157308059,204.4515788,581.7564363,181.2469886,232.2225359,1113.992987,989.8758877,840.0156182,1327.188822,824.4311331,969.7305188,308.5800961,1178.972677,1901.638285,1213.4375,1559.2715,968.1218053,1432.23471,2225.584898,1055.738277,1524.822255,640.1920411,1495.930886,1802.179398,144.763167,1924.721605,1583.71124,1029.133537,1309.892246,838.0909138,1023.852447,202.3614878,2016.138068,1139.536843,574.3776652,651.5670725,731.3758139,1546.647491,1396.90949,1562.575453,1653.935269,1168.981231,1211.826029,803.4672222,1960.919222,792.9494737,978.7397119,1300.438679,1331.568689,2228.213612,899.3137601,881.7645833,,,,,,,,,,,,,
2673,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,6890.196477,1.008047767,1.107403605,1.072178043,6654.029782,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,1.035135423,0.975236086,1.137775434,1.1282543,1.149905236,1.0233502,1.019481201,1.063719044,1.201125959,1.085121842,0.973475732,0.971721722,1.074313856,0.980555556,1.055392477,6831.582164,1.426734274,1.017557652,5392.043725,1.145022411,1.087309588,1.078611111,,,,,,,,,,,,,
3096,237.9829196,442.2305556,359.2081922,440.7318982,428.2342923,392.9896135,287.9506448,776.5556127,289.551683,635.1249205,199.6467682,675.1052135,1.169860207,238.193287,520.8640932,420.8166201,228.6840725,605.19607,326.9223734,493.6443519,595.0993549,568.2494177,260.1815025,386.0963859,495.5505765,284.3930164,864.9886441,440.8236715,368.0834092,1.162296456,1.098381987,1.169860207,782.0484257,1440.786952,3226.588095,1664.142857,582.8426422,1366.912773,1748.804307,1174.184248,386.2839045,504.9764789,1080.268813,935.2640954,633.4057744,2412.449131,658.2345046,809.9170988,1281.228712,682.3612711,749.9864432,2107.457976,846.7729221,204.4817073,405.436812,241.0817648,1310.201568,968.7484536,1180.386673,1644.935983,1543.91632,844.334331,1437.472327,856.7127925,644.8218599,1103.990196,531.4862,1103.84178,982.8134137,598.9872569,871.9707496,474.3534777,832.9274691,505.2779431,224.7106481,103.5098483,485.734537,1368.217054,694.0714067,623.8282976,1053.409917,1359.132811,776.9705897,1137.206546,1606.634124,858.74923,453.1394687,977.580524,905.5440226,1040.655531,2242.946848,2281.827116,2371.972723,409.2061476,927.6055556,1012.332464,1633.811988,1.426734274,1349.281447,1632.082291,1572.11577,1719.036458,1504.6625,,,,,,,,,,,,,
2848,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,8024.112083,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,1.035135423,0.975236086,1.137775434,1.1282543,1.149905236,1.0233502,1.019481201,1.063719044,1.201125959,1.085121842,0.973475732,0.971721722,1.074313856,0.980555556,1.055392477,1.135380117,1.426734274,1.017557652,1.011830311,1.145022411,1.087309588,1.078611111,,,,,,,,,,,,,
163,4641.470154,5553.107527,5089.422143,5171.423135,4319.794698,2795.009662,4036.365017,5039.06693,5222.331994,3573.41391,2944.400908,6496.85716,2416.931188,2051.963024,2186.171029,2920.390461,7682.210897,5539.232831,3745.79581,5695.066667,7526.469663,6280.591952,5559.081439,8090.74313,7524.273527,8562.206857,6340.155681,4698.546124,3274.144657,8452.219828,8861.74587,7202.829296,8040.857575,2284.874363,1772.003968,7750.59127,7514.478051,5413.216511,4016.311486,9402.576184,7755.919522,1747.180474,5622.923497,2653.42343,4436.875912,6168.723422,5680.819341,7405.264506,6271.065161,3432.509064,6608.837862,7765.537077,8406.636013,8484.197154,2641.085151,5498.258898,9308.649768,8780.116838,7637.364083,6424.11267,7602.974994,4412.31464,3186.160453,8975.191434,10140.11685,7879.979283,9231.439232,6475.871778,4678.712232,5524.355298,9326.286094,6735.969191,8125.929974,4114.344963,9052.468461,824.6479829,3300.55,9046.19509,3983.934251,8702.478341,6292.234164,5459.304223,6881.265823,5943.738865,7900.036611,9207.291222,8081.396532,10521.046,5371.781175,2870.691042,6715.819081,4381.61427,7974.92017,3409.872178,3751.605556,6110.72244,7882.944152,6949.622648,6286.471174,2306.973108,3103.010734,8396.204637,9429.218333,,,,,,,,,,,,,
115,3465.325059,736.9349462,1978.549853,1426.890628,1031.10086,1799.639191,888.891121,1328.289609,1429.103191,2771.66004,1282.924947,2563.705178,1759.469752,3261.852461,2543.206318,2920.390461,2156.064914,1840.504791,1187.888785,842.9945062,1063.08408,1278.730783,1673.630051,1268.817802,3977.5198,3448.747891,3103.217213,2395.052622,1731.868296,1535.393618,4557.186864,4038.357436,1254.688284,1500.160041,1909.655291,1253.243386,2755.424102,1839.687175,1823.943508,1123.098131,2519.111371,1642.286073,4306.708504,2146.195529,4220.344226,6168.723422,2688.478441,4690.759877,1058.450156,2115.816805,1.172403382,6909.129113,5858.62793,975.8919377,1775.172118,2467.295232,1251.231776,1054.926145,1587.488921,718.2815075,2606.830388,2391.702899,2263.664108,973.7277607,5393.055556,600.7138772,1399.434672,2746.989116,4372.396138,2202.79734,1375.733714,1830.856757,1207.297865,2649.445547,2988.65162,167.9838484,5946.742593,1767.280362,2884.542559,1928.043643,1458.645119,953.1526978,853.9167169,1342.575012,2915.409112,286.9013563,355.1025195,651.652384,3073.08432,1695.989854,1200.144757,2155.275271,2371.972723,2325.889498,3751.605556,2081.233964,870.9500877,941.2166005,1521.24869,2299.890296,1399.217386,1370.010081,752.8705556,,,,,,,,,,,,,
88,280.4388889,1.159796894,1134.514736,259.4154708,497.7875882,261.2114734,1.203807044,1.109682213,294.8655952,353.1216338,764.984188,712.5474463,384.2990781,639.9522722,222.3697261,281.9765316,722.1602289,337.4258784,272.9918178,412.9882099,673.1485658,463.7801654,304.8636364,839.2290323,349.7006464,1616.746806,1221.17344,323.4716759,631.2527322,537.2134219,1053.787678,1213.145035,1087.138119,1115.224516,831.9687037,536.5319841,1087.387818,477.2098131,650.1964732,487.3092182,943.5327103,1221.64893,1188.01941,515.2473152,1331.568689,1516.935585,745.7710406,1936.706173,715.7139148,423.8879559,1010.728955,1669.995529,1016.885905,549.9481707,294.5515576,1842.719598,1568.596477,717.6655785,1516.141105,1048.99794,1222.126935,1672.968652,1680.768066,1657.620143,727.9452597,1547.670985,356.3556326,371.3113494,527.3604106,738.7509501,754.2429256,552.7881944,1086.469844,1266.940035,1685.329861,214.0068205,1929.515432,1297.52584,1711.924057,1893.351473,822.9701973,857.5061847,322.5105736,1165.082044,1102.530102,855.4145049,350.4974436,453.2613422,1044.678474,1527.83222,1119.845741,1094.186723,836.5552302,1694.19295,750.2230556,795.3437704,191.4250877,722.2128895,678.2021751,1112.001511,1359.141602,1269.977599,1587.715556,,,,,,,,,,,,,
74,1123.247252,643.5712963,2760.104449,1274.914112,1167.42532,1820.742452,1944.148375,703.2056184,1892.657233,2130.462786,2089.809028,2268.289396,1964.195288,2766.306347,1898.827314,1236.897857,1881.782904,1997.756103,2162.281374,1852.814198,1609.635583,3110.334556,2001.224747,1363.921147,2384.476765,2393.533984,2769.466644,2426.316713,1724.009563,1805.046396,692.0904899,793.3991926,2564.746749,1612.968909,1892.192063,896.4799206,2179.16399,1042.321391,1920.897316,2256.208685,1783.236501,2187.948865,2320.782104,2352.695425,2170.376016,3860.584419,1554.528141,2858.319444,2371.936397,3915.917306,1142.507095,3652.464235,834.2382813,2836.436314,1180.423936,3859.301563,3351.628562,294.2273196,1281.113003,1451.477678,1024.680556,2195.962508,603.1706871,1013.210662,2300.255435,4192.080999,3155.339967,2014.24843,2264.846796,1439.956685,2329.889697,1377.155258,2744.662518,3361.029266,2675.180266,303.0194326,4328.825926,2707.929587,1530.836137,3713.113494,1389.089823,1053.767861,456.8981063,710.9958685,2271.175907,3337.024994,751.036712,753.498556,861.3996822,714.9101707,1261.996702,901.9252657,1778.250751,2066.979858,2642.597222,2313.420309,1.135380117,2633.75147,1.017557652,2562.966177,1541.200165,3802.321629,2295.284444,,,,,,,,,,,,,
68,8702.326241,9436.107527,10160.20974,9058.433627,8745.524416,6783.525966,6270.63089,6968.804298,5062.914628,8503.325382,9017.811165,7752.946745,10004.64449,11223.70553,8345.833886,8494.345155,11758.24988,6889.157826,9839.03794,12523.87346,7550.277778,6774.672723,11744.38131,7946.928315,13533.51677,14763.63582,12808.50694,5562.774902,10697.70036,8456.869013,7403.094592,11528.97234,11959.95893,8509.15316,7835.85291,12696.79365,11485.93802,8697.436137,9514.804307,13744.32724,11683.27362,11443.02554,13515.79292,11918.85326,12061.0173,12894.50732,8194.22471,12511.88889,9417.182243,12670.05758,12052.30676,13517.35813,8101.169976,12197.15447,6046.270509,14263.35843,12126.33366,8505.460195,5908.228761,12028.99967,4459.081485,11234.68284,6896.420478,11966.18666,15921.23792,11907.77603,13005.42822,5641.157137,14807.24903,14193.3937,6984.063005,10490.77712,12465.9153,15173.319,11606.30498,939.7054133,13434.70062,11181.75388,11637.12538,13277.6397,7023.068795,5876.463798,4023.824091,3654.534693,13877.52789,9032.505627,12126.69987,13457.15186,12211.49463,8170.058773,7431.999497,6014.133073,3894.660661,7540.608953,7814.047222,11303.25342,8391.594444,7048.067313,8088.565776,6391.732072,8233.856157,10072.83602,12263.80833,,,,,,,,,,,,,
63,1563986.111,1684025.09,1798781.335,1629525.984,1557993.827,1605020.229,1479478.857,1604600.48,1530858.956,1589098.813,1591988.515,1612191.555,1726713.666,1888752.132,1538575.491,1395184.603,2014873.331,1790671.629,1779809.516,2271075.617,1825978.887,1863261.123,1993424.874,1915984.468,2401436.059,2598259.52,2321887.238,1961821.659,2037376.543,2305996.169,2312094.082,2248471.318,2172725.873,1943479.103,1718587.037,2263028.836,2202260.588,1696544.393,1720930.087,2252795.359,1988878.245,1928361.711,2204742.999,2105096.035,2130914.634,2273738.855,1894612.614,2206358.951,1629005.192,2230716.837,2224049.215,2569223.891,2358408.474,2188313.008,1235866.563,2648909.423,2208686.768,2175013.746,2026068.147,1981056.279,2066403.615,2127657.267,1850061.351,2244349.296,2707079.408,2099439.484,2235415.778,1962735.813,2224635.417,2318905.377,2308586.567,2083388.724,2323237.958,2407614.087,2312272.569,228232.1028,2629414.198,2146960.594,2071131.244,2426349.361,1687471.963,1527859.885,1969001.658,1984280.356,2550982.973,2412501.185,2021116.646,2499767.906,2166795.694,2169233.482,1908729.32,1658802.647,2012435.686,2192674.579,1973858.333,2070680.039,2084557.895,1716361.332,1955745.807,1726182.51,1581275.95,2108293.291,2077405,,,,,,,,,,,,,
67,6120.544326,9970.773895,12079.56752,8983.500761,8666.340664,5760.017814,7638.155692,8293.764861,6151.701316,8604.187871,6144.971955,8915.144492,5845.791456,9920.383772,5418.787829,5223.462614,7360.479256,9816.025553,9590.127684,13027.22531,9578.108072,10522.67674,8265.637626,9959.175926,12538.57151,9919.244698,12344.35052,10860.92161,10383.35104,11681.07938,12016.29894,8800.858339,14673.09776,10034.05199,8902.137037,11453.82275,10491.62949,8394.013759,8037.470662,11741.84248,11532.06646,10098.47004,12410.65858,10635.74711,11251.55305,11551.79184,7443.624067,12176.32099,7879.909398,11117.35445,12192.99517,13471.06581,12039.5752,12101.49051,5695.469886,14207.98825,11676.01889,10906.20389,7202.981788,6784.009964,7840.673077,10704.55261,5022.029553,12473.50886,10205.77144,11088.62074,11706.0353,7131.869179,8048.189267,10227.27336,12512.78586,10456.53549,12701.67729,13011.81658,11640.01157,1271.907594,16562.67284,11994.70284,10796.00663,12005.59346,3961.627726,7990.210333,9791.370303,6857.372539,8776.690202,6889.082267,11041.94866,12590.59284,7357.744631,7402.539285,6570.412754,8991.021861,7226.694444,11495.15826,11962.77778,6495.940694,10606.72105,7127.964433,9882.519916,8967.852043,6096.099316,12275.72525,10362.21694,,,,,,,,,,,,,
83,1194.504433,2585.187276,2127.626186,2170.942324,2588.452657,933.7020531,1495.128348,2537.843221,1663.141451,1554.105704,1213.4375,1560.665546,1936.118643,1341.167763,1297.335432,1345.43734,1825.074809,2220.344228,1359.899937,3064.454012,2173.784389,2252.19427,2660.871212,2341.629928,2150.438505,3325.912569,2021.290699,1146.722165,556.9877049,1856.18744,3183.110998,2185.298867,2416.354666,2478.826453,1237.834656,1581.962963,1092.584553,1203.609034,1336.750624,1248.139651,1995.934579,2417.868915,2454.503358,2702.542338,721.6373775,1146.301726,1195.326493,2881.090123,1489.8946,784.4256238,2032.947464,1429.275453,2545.901421,2940.470867,1320.542575,1533.753993,1453.873426,2814.396621,1068.118785,953.8899466,3180.893682,1370.182735,2065.98632,2573.005851,2892.319143,2639.878035,3087.495558,1567.455328,1699.522113,3412.708194,2508.163259,1624.336971,4136.640609,1248.749173,515.7109375,280.5309348,3670.873148,2262.118863,2995.372324,1465.481373,1497.958982,2033.005971,1674.48036,1011.254805,1295.235937,1034.33976,2241.136939,802.8414461,2588.028435,2037.109626,848.3482562,906.3059065,2336.990741,772.3242309,2120.941667,1196.815068,1763.245322,888.9981261,2707.720912,778.0975089,1259.524652,2648.686156,777.6786111,,,,,,,,,,,,,
