sample,con_1,con_2,con_3,con_4,con_5,con_6,con_7,con_8,le1_1,le1_2,le1_3,le1_4,le1_5,le1_6,le1_7,le1_8,le2_1,le2_2,le2_3,le2_4,le2_5,le2_6,le2_7,le2_8,le3_1,le3_2,le3_3,le3_4,le3_5,le3_6,le3_7,le3_8,mp1_10,mp1_11,mp1_2,mp1_3,mp1_4,mp1_5,mp1_7,mp1_8,mp2_1,mp2_10,mp2_11,mp2_3,mp2_4,mp2_5,mp2_8,mp2_9,mp3_11,mp3_12,mp3_13,mp3_16,mp3_17,mp3_3,mp3_6,mp3_9,px1_1,px1_2,px1_3,px1_4,px1_5,px1_6,px1_7,px1_8,px2_1,px2_10,px2_12,px2_2,px2_3,px2_7,px2_8,px2_9,px3_1,px3_2,px3_3,px3_4,px3_5,px3_6,px3_7,px3_8,sl1_1,sl1_3,sl1_4,sl1_5,sl1_6,sl1_7,sl1_8,sl2_2,sl2_3,sl2_4,sl2_5,sl2_6,sl2_7,sl2_8,sl2_9,sl3_1,sl3_2,sl3_3,sl3_4,sl3_5,sl3_6,sl3_7,sl3_9,,,,,,,,,,,,,
group,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,le1,le1,le1,le1,le1,le1,le1,le1,le2,le2,le2,le2,le2,le2,le2,le2,le3,le3,le3,le3,le3,le3,le3,le3,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp3,mp3,mp3,mp3,mp3,mp3,mp3,mp3,px1,px1,px1,px1,px1,px1,px1,px1,px2,px2,px2,px2,px2,px2,px2,px2,px3,px3,px3,px3,px3,px3,px3,px3,sl1,sl1,sl1,sl1,sl1,sl1,sl1,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl3,sl3,sl3,sl3,sl3,sl3,sl3,sl3,,,,,,,,,,,,,
sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,1.27,2.18,4.62,3.07,2.74,1.65,2.665,2.655,2.63,3,4.885,3.495,3.99,3.045,1.533333333,1.173333333,2.81,0.3,1.013333333,1.66,1.906666667,2.613333333,,,,,,,,,,,,,
px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.67,0.66,0.78,1.15,1.02,1.08,0.97,1.205,0.31,1.225,1.06,0.67,1.235,1.185,0.985,0.74,0.763333333,0.976666667,0.823333333,0.89,1.28,0.9,0.853333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20.5,26.5,18,12,20,20.5,13,16.75,21.5,22.25,11.5,12.25,20.5,15.25,20,17.5,18.33333333,17.66666667,14.83333333,18.66666667,12.5,14.33333333,16.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,7753.377955,5075.271207,5002.826332,8335.48978,6504.838239,5370.779891,9389.69494,6129.884545,7886.071803,6150.553435,9969.892895,7818.213022,8265.062364,10155.73861,6526.347747,11073.28849,11093.95505,9050.809662,10735.5196,6098.946605,9089.524152,10450.31709,9633.958333,12027.09379,14404.09387,11509.08472,12222.78575,13499.38751,13300.90569,15028.49318,11093.65807,10533.42131,8546.941022,10558.51427,15008.10317,8808.657407,7793.946883,8826.466251,13088.76404,10634.78698,8401.070093,9966.027614,10560.66371,6626.040376,6050.745257,11463.01726,5829.732069,7012.170679,16542.06386,10734.35434,10400.3904,16028.71662,9655.886773,12352.6084,3070.513499,8907.954597,8879.778551,5661.040378,7180.947903,11510.22879,6555.75797,5084.152752,5184.226713,6406.59708,8923.162138,10206.01774,7046.619285,9402.629413,5767.967532,10446.46797,5689.056942,8433.06961,7926.514623,5342.763172,5576.194734,682.3951599,6562.749383,6644.97416,6741.81422,8387.094975,7531.12487,11427.89507,8205.636428,7182.776313,8899.669921,9282.035063,7466.363061,9385.34394,9311.796515,7838.548008,10429.10603,21718.24358,8339.315816,9711.797255,8277.85,9288.509187,11932.84503,11430.995,7978.669549,10492.68032,10410.54376,8404.903114,9260.955,,,,,,,,,,,,,
3908,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,170.6387016,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,1.008047767,1.035135423,0.975236086,1.137775434,1.1282543,1.149905236,1.0233502,1.019481201,1.063719044,1.201125959,1.085121842,0.973475732,0.971721722,1.074313856,0.980555556,1.055392477,1.135380117,1.426734274,1.017557652,1.011830311,1.145022411,1.087309588,1.078611111,,,,,,,,,,,,,
4398,5612.220154,6077.335723,4350.617378,6918.097684,7972.947806,7727.310688,9894.090092,5148.925469,8405.026205,9754.843617,8224.409722,7225.091413,8459.259159,6496.503107,7589.948365,9005.38522,5912.686874,6424.048312,8877.799145,8260.962654,7222.139849,8606.276497,7609.333965,7796.154719,12696.85826,8298.98831,7585.642077,8062.785542,9125.953754,8409.214859,8293.882383,7932.822066,4854.857404,7367.210754,10991.56085,4114.130952,5576.673507,5849.701194,7572.092385,5036.931845,5050.319315,4126.90597,5059.304986,3893.425238,5513.463363,9754.106653,6158.748704,6293.096605,7968.617601,6647.639689,7206.763587,8344.191106,4561.977268,5080.951897,371.9696262,5676.550878,4348.754142,5136.190435,6579.737624,7261.711479,5432.298164,3180.781348,3547.049133,4261.506476,3096.317331,6733.38848,4829.60199,4272.393329,3351.73672,4271.039571,2961.135077,3966.677965,3529.553481,4041.581515,2732.481481,308.2493158,3739.185185,3892.577519,4717.191896,4335.470002,7285.161215,6565.86399,7442.026572,5700.254923,6633.007032,7009.822317,5497.437276,5951.731254,3319.867138,5286.155345,7157.463671,5629.610158,7258.761261,4315.518758,6707.980556,5341.341324,6427.386842,3282.915564,6734.196541,6825.807275,3475.143017,4441.659666,5270.093889,,,,,,,,,,,,,
1349,3332.219858,4200.784349,4100.695291,3513.401555,3328.927745,3551.209843,7080.793031,4003.733425,6972.531155,12185.83545,7456.936432,7318.983251,6951.309352,7545.547027,7082.808151,5217.809515,3448.778016,6295.589493,5199.795966,5388.261728,3479.090158,4222.864256,3444.201389,4853.75,4283.917715,4033.677995,3856.91883,4274.247757,6163.211394,2598.894875,4315.542826,3371.537117,7586.822097,6585.465087,10693.65873,11166.19312,9656.687485,7121.857477,8849.458801,8506.009142,7067.422897,8888.476042,5732.331796,8853.432466,7614.023087,8897.431984,7391.303379,8734.353086,7741.806854,4815.449989,6260.634058,12637.80401,6329.46696,7561.039973,862.1832555,6728.584303,6953.074608,5811.156357,6555.605275,6579.743932,5774.269462,5707.055766,4415.817669,5114.028346,5727.190519,5267.293126,3463.51457,5290.030323,3565.80318,5433.205064,5319.055209,5757.942846,5987.372242,5311.731702,3639.188947,398.0987092,4168.232716,5057.842377,8153.904179,7365.25287,4159.205088,4239.914694,5052.698162,3480.455052,3003.412947,2909.260246,3256.300337,3643.625814,2321.034955,2635.270354,2563.057791,2454.13232,3345.637888,3674.153386,2883.813889,1772.003968,4367.80731,1106.289756,2954.987421,2672.24385,2107.986259,3216.261761,2575.723333,,,,,,,,,,,,,
586,10478.5922,9325.926822,4181.810355,11440.45445,8887.84116,9192.814915,7744.090712,11263.27446,12990.81936,11527.14165,12258.83013,9958.259908,12271.83357,11004.90832,13477.278,14324.9505,11827.68836,12391.84634,11919.36106,14597.2037,13612.03082,13533.51677,10140.95013,14601.84289,13465.67959,14494.56797,13316.86874,13789.69692,11139.7541,12936.35955,11906.46074,14541.36238,8099.549966,8089.583333,4276.436243,6433.658466,6469.357007,7247.863448,8794.922285,6046.138654,7324.475078,10222.43615,11427.08903,7981.321252,7671.697415,6002.271091,8911.621839,11903.07284,4943.466251,10192.97851,11208.17633,5912.686874,8971.221517,10238.43496,3192.487279,9532.53023,8882.995085,6576.191867,6314.281777,7231.449844,5120.599734,5393.055556,7094.098266,7852.465349,5655.673913,7945.692986,8688.683961,8738.221789,5317.363548,9955.992902,6281.059714,6733.82909,7926.514623,7131.887952,13673.64294,416.0895074,9453.42716,13328.71447,8224.162334,6080.591293,4622.907061,13643.08488,4303.716847,4962.976442,8661.608264,7154.710377,3966.505376,6986.504673,9306.47792,12611.82257,9316.856137,6193.252607,12253.41091,4057.683433,8536.716667,6117.054795,14112.77485,8641.729497,7081.1837,13457.34313,14209.72812,8180.917339,4309.051389,,,,,,,,,,,,,
4449,21273.88298,21085.10753,18963.3864,23165.86486,24867.9784,26390.80012,29445.12029,21305.89849,30922.44642,29445.67165,29952.20085,25923.30738,30814.11786,28668.34795,26514.963,30583.26054,26039.43133,26090.42893,30263.84459,30261.03395,27607.06174,29509.17191,29026.67298,30549.05018,39232.50058,32241.34731,29694.95959,30393.16195,32810.21048,30463.79011,31325.85427,35750.92793,25558.8752,27529.32212,35779.07143,23421.26984,25440.90233,25342.32087,30116.27653,25406.52543,26017.71288,23839.63654,27009.48315,18615.06351,23788.1306,33001.94902,24711.46352,27528.55247,31703.10228,24211.81755,26085.97524,32855.9758,22520.22027,24645.42683,3332.605919,25924.31839,23502.1427,20182.25945,26104.90705,26251.96782,22110.40656,18238.51869,20345.6062,23259.61997,18148.80435,27135.22701,23423.56965,21740.42668,19585.30702,25131.42186,19935.24486,20084.85174,21660.63297,18757.98887,17460.01736,1814.76947,20134.07407,22826.42119,23630.4893,24484.26197,25533.84995,29128.71081,28213.57997,25486.16971,27743.77325,26505.31568,25184.64843,27424.04432,22646.57846,24995.43121,26650.59244,30314.0343,27344.24925,20562.3672,25984.72222,22237.11948,30042.15789,20202.55732,25235.42977,23808.36721,18984.47157,23007.47088,23988.31111,,,,,,,,,,,,,
5047,3320.745272,6656.074373,5673.669828,7900.66808,2620.554178,2354.18599,1898.403708,2231.57093,2748.53628,5240.732612,7031.714744,1708.373437,3176.170463,3005.209247,2760.85846,8541.831179,3341.148367,2675.487109,6870.327809,2375.341358,6223.234165,2738.360703,2636.357323,3308.900538,2294.027195,5869.18866,3369.554588,5992.656142,6524.713115,8861.34818,6689.1463,7829.874367,2333.299395,1829.680683,7855.370635,7475.288624,3216.201225,5462.610852,2705.011236,2589.576887,6502.916147,2975.18664,6114.708276,2775.719486,2910.023973,7575.800469,5983.675632,2899.066975,10272.00675,8883.532203,9496.467391,10472.48063,6757.119412,3344.651084,885.872378,8321.030687,9869.398884,9479.546105,10912.01902,13704.19728,9798.318607,10612.79931,9088.109597,10006.37895,10025.22132,13278.69981,11671.53814,10111.19071,9012.079678,13010.61089,10965.50589,11235.53241,10078.82514,9886.198468,8897.418113,918.0536969,10210.85185,10700.59755,9692.656728,9975.575861,10342.57009,11345.08424,12034.4133,12822.72914,11010.63372,12326.98413,7355.84124,10121.40937,9194.787421,11154.85678,13336.14744,11808.26063,9717.217217,11452.1857,9020.130556,10106.43836,11887.42982,12073.02543,9104.088312,10856.93923,11065.49658,8694.127464,9180.059167,,,,,,,,,,,,,
5020,2103.291667,2007.608423,1998.280544,2481.227713,2647.305445,1155.403533,1767.18874,1314.973422,1856.477405,1897.861535,1767.262821,1336.241154,1498.590926,1509.109405,1579.318257,2176.442756,1115.066315,1676.609058,1270.85887,1381.820679,1690.376146,1339.784242,1378.349116,1251.420848,1305.865653,1581.651,1542.767532,1007.150334,1566.834902,1536.555915,1229.089443,1479.873162,2935.726956,2006.810398,4351.425397,2326.718254,2056.752022,2421.330737,3433.376717,1372.157173,1654.206386,1824.52685,1583.657502,952.906805,1411.503283,2642.153349,1703.440869,1966.667593,4067.472741,3325.890115,3408.17663,3695.284633,1996.062554,3121.036585,727.1048546,3574.698836,1742.28932,2540.851947,2614.687635,1857.848196,1371.248845,2023.670185,1410.101556,1878.195012,2139.636171,2346.432365,2350.406302,2174.042668,2186.789413,2799.614353,2288.404655,1744.18265,1314.373103,2250.316634,4290.849826,219.1321061,2448.447222,2584.790052,2134.462538,2861.578406,2049.361111,2743.108872,1789.558218,1956.973746,1809.719898,2268.76303,1192.202983,1848.319418,2621.003726,2492.336365,3577.646714,4903.397262,2013.407407,1977.811808,2756.341667,2513.944879,2484.211696,2315.589727,2057.501572,2470.889619,3329.725171,2157.222222,4121.373056,,,,,,,,,,,,,
638,2102.144208,1869.592593,771.2507904,1939.811372,2135.821208,1445.57337,1431.326575,2331.44233,2294.027195,1216.525127,2739.049947,1821.730656,2561.993854,2513.211196,2373.802187,2922.6517,950.7285706,1302.306639,1189.912445,2519.156173,1951.230273,2255.586129,2204.021465,2674.491637,2256.716748,2415.761328,2038.972848,2204.118357,1314.373103,1938.710489,2412.046843,2893.064293,703.4227698,1298.291539,1142.300529,1036.493915,1278.396681,2288.268432,1316.14794,1014.440577,739.6046469,922.858819,2272.156193,756.1304471,740.7609704,919.3717135,1788.96507,1410.583642,830.0265317,1112.77058,1540.538043,1107.775274,1804.356283,1861.859756,644.3441329,1087.691821,1495.68837,921.2673253,522.2030642,1017.223224,1125.702241,1710.689456,1628.053989,1418.29641,606.8359903,1654.172502,1924.941365,1831.326078,995.3499025,2012.901017,952.0256699,1570.834436,812.0035924,573.9751984,2612.261285,104.8068593,1264.371914,2832.209302,1599.115189,847.3299762,1013.088006,2063.024899,405.6982118,1770.378575,1254.618782,1689.210791,1478.741039,1591.410155,1554.093524,1662.358327,1532.192041,2400.591155,1690.795796,1288.102313,1046.252778,2064.347684,2234.42807,2365.525426,1632.162474,2627.723317,1663.717563,919.1027946,841.7481111,,,,,,,,,,,,,
808,26288.27719,29516.83094,25781.43631,16115.84312,26847.5722,29966.63043,35283.58445,29051.48034,13737.0283,24886.27545,16936.2687,26278.26433,16436.53591,22411.93043,16597.3161,5200.850221,10799.99881,12369.69827,5967.775172,10776.52346,8884.567338,10333.86327,15165.18308,9929.021207,5932.361111,9867.770848,3364.028916,4038.650506,9028.701933,4034.330999,8361.982066,7554.957219,23609.84486,24639.8318,54094.91534,28875.96032,29944.73888,21804.07321,48573.85768,31880.46765,28225.33749,23776.06418,13162.14993,26684.59831,23565.52793,50446.15341,20364.82172,18276.46605,50936.65369,17504.14001,17316.39795,44891.97961,22288.48741,28555.69106,13104.62098,18183.56719,24842.36525,37028.60825,40584.3169,35892.45992,30945.59945,27352.68063,28729.17189,26733.67416,35523.82246,34465.70378,25815.37254,20478.89322,36485.91313,26498.67539,30216.80815,26141.33873,26582.16454,33257.17593,11325.41667,3015.550653,28930.74691,13556.75065,29320.4103,27186.04613,31612.37799,24129.00672,29422.87271,36067.48125,35461.03266,32726.30301,33310.04902,28321.18778,28199.19187,22869.43826,23688.20981,22136.83815,22310.73073,25611.64232,28240,21498.34475,23525.07602,30475.04409,27606.3391,15744.07963,19327.9783,28030.84117,28335.11389,,,,,,,,,,,,,
612,2802.093972,4066.247909,2811.623476,5137.650576,2271.717648,2219.359601,3040.816592,4945.853624,5180.499068,4424.569816,4373.56063,3645.751356,5149.724632,3874.484649,5713.63679,6215.016014,3819.116595,5385.30373,4462.17167,6210.403086,5856.796225,5576.215933,4732.294823,5698.082139,4634.409795,5398.904857,5054.884449,2537.974178,4876.343858,5038.555136,4438.561609,5988.514401,2882.571583,2632.206932,2057.579101,881.8929894,3077.621639,4304.363967,3795.741573,1198.077532,2179.399273,4267.824711,5303.539674,1224.965407,3131.614811,1839.853109,3159.364635,4966.404938,992.3222222,2792.795372,3865.413949,828.864032,4296.537815,1411.04336,1587.675234,2076.381759,3954.192622,2419.647194,2583.210657,1363.935092,1950.918226,3198.112529,2987.468933,3943.878664,1525.2968,1308.609069,1740.956527,5938.668778,2393.759747,4234.145428,2464.435782,3026.103395,1179.792299,2294.188713,5736.862847,199.9907336,3437.174074,6662.076873,3509.939093,1111.200726,2064.481828,5442.742056,965.1911543,3254.03774,1035.737448,2835.666311,3048.560247,1055.163043,2830.556377,5056.740287,2010.730774,4337.807862,2174.713213,2855.526228,3245.638889,4633.172972,5483.885965,4542.721928,2702.633124,5982.952627,6698.381104,1249.318716,3421.354444,,,,,,,,,,,,,
373,3124.529846,3311.220131,2637.335705,2834.784192,3270.074956,4656.786232,3835.329241,3149.278121,4993.946832,3571.355492,3804.178419,3068.660061,4005.60135,3432.159479,3799.798984,3755.918355,2593.527361,3419.662332,2823.006567,1776.112963,3237.903604,3053.803576,3410.773359,2789.311529,3314.976706,1724.373946,2510.865209,2117.025535,2247.597652,3393.905651,3105.125877,1964.195288,2809.482945,3745.452345,5027.355026,4091.531481,3902.170176,3806.38837,3180.084894,4201.804677,2913.258048,2527.001473,2920.870048,2016.882487,2432.440067,2350.306927,2840.40967,2870.304012,3821.509086,2772.092664,3351.901268,3021.731342,2064.52908,2237.340786,640.715161,1104.302875,3364.494698,3165.77921,3461.418342,3717.857938,3242.560638,1507.812697,3375.728383,3358.252386,1979.016908,2910.663807,3633.700545,3002.449643,1821.338938,2960.212385,1582.037711,3817.940917,2703.404169,2456.83642,3013.369792,213.7976252,1831.241975,3500.355297,2908.291794,2336.990741,2268.107477,3613.657763,2474.17395,2135.604489,4121.512959,3507.210969,3093.587655,1838.124606,2729.503068,3536.114823,4770.195618,3677.791316,3336.892392,2632.068946,2983.830556,3031.087193,4248.592398,3869.303351,2221.328354,3864.179956,3828.954942,2466.018145,3044.919167,,,,,,,,,,,,,
4351,39013.59338,38725.61828,32840.63911,41909.63525,45840.97222,45125.80616,48381.00508,37540.54927,49034.97263,50122.48198,44762.36111,44484.12067,54609.07448,44374.43957,41278.85465,45767.48195,38677.23534,36367.13438,48841.04909,51917.14815,43465.33643,48831.4611,45540.11995,44443.41697,60714.27324,41705.51639,41873.53996,44718.8147,50364.65543,42865.4933,46483.52568,54024.14437,37308.42745,45628.21865,62076.63757,36364.60317,36411.78622,43446.85877,49688.82647,47012.88092,40735.21028,41131.31958,45597.84267,30142.97036,39127.47811,50967.70405,33938.01565,47279.12037,48013.31516,45556.30998,42663.75906,50944.70076,38530.85395,38624.32249,6358.765317,38748.05213,40421.11222,35949.99714,40395.45504,44625.10298,36293.80631,34325.93205,33493.71345,37431.55533,30705.24457,49761.13445,38360.83866,41693.68096,30028.43872,41386.54706,31887.42204,37762.0894,33537.14329,32850.55666,28560.72338,2762.424306,37439.79012,36109.52842,40294.53619,41399.32315,42358.16719,42699.33621,39692.1087,40493.42768,43956.78754,38257.34719,38805.4396,37730.99926,32581.71433,37739.37763,42623.58596,44575.45377,38198.38088,33626.02368,43330.75,35651.15786,44506.90058,25866.69239,45423.77358,41768.35522,29461.42663,35435.41947,39293.80278,,,,,,,,,,,,,
5024,146.0714835,537.6818399,1.096149503,682.4167754,1.070050705,1.172403382,1.203807044,1.109682213,691.0347077,617.4225244,1642.807692,118.5098195,1422.550012,1.182687622,908.4564557,1405.360179,889.9698975,1.107403605,155.7206848,1.19845679,340.0419866,1.130619613,337.7345328,1080.582766,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,292.0597703,1.169860207,314.7241045,0.989551478,1.027248677,1158.736508,354.6482572,476.1009605,1.211922597,1.137775434,1905.21028,859.180501,538.0899078,148.4593918,1064.445487,1.109682213,1176.209318,1091.913981,1.008047767,1.035135423,1.172403382,1.157308059,511.4976128,470.5470867,262.5964434,222.8096053,438.1991661,703.6547537,925.2133052,1092.661156,630.6847713,1057.202006,369.7081506,260.2783458,402.2516002,1333.534956,188.2394871,764.6995343,380.943683,628.6110832,737.0882998,1202.736993,1414.571949,800.7189429,1.123553241,43.67998448,837.3617593,318.4525194,1178.55581,566.3233972,5293.258827,1981.2492,5094.633313,2773.896507,2763.094781,4544.425492,1764.255745,2964.651334,1578.559062,1256.377753,1888.112005,955.8558213,2386.548549,3271.285691,4502.711111,808.0084801,1784.817544,1.426734274,3078.111897,1008.086538,304.2324546,2063.713598,1559.671667,,,,,,,,,,,,,
180,3438.933511,2929.646953,2643.912602,3211.559306,2994.001874,4864.30163,4031.549789,2800.837906,3468.740974,4101.398166,3234.796207,2666.757195,2614.637563,3506.668799,3150.05909,3191.739168,1996.356402,2734.1795,2674.267511,2205.160494,3092.984645,3194.000408,3342.80303,2985.317204,2892.124971,1601.538624,2557.280852,2606.085231,1871.360808,1893.380927,2553.738119,1843.699687,3194.8594,3640.559888,3855.264286,3241.996825,3835.190043,3007.00649,3653.946629,3247.211088,2952.571911,3048.294859,2976.126765,2741.636979,1433.76355,2499.004344,3038.624585,1325.49321,3701.551402,1624.127479,3190.109601,3102.742907,1491.516927,1718.363821,316.3253894,798.3272587,3269.070853,3006.767468,3049.069931,2455.515475,3032.892989,2543.605598,2674.225668,2668.955919,2673.07971,3073.815068,3273.780206,3880.266677,2017.665083,2291.777331,1910.554401,3163.069885,2803.603016,2307.029321,3145.949074,206.3711911,2163.214506,2779.760982,3189.324414,2256.042344,3026.159398,3309.327948,2016.788226,2290.341948,2948.128487,2541.290571,2127.545066,1394.650284,2937.992001,4666.37435,4016.035938,3662.215704,2921.967217,2045.493581,2628.869444,3569.337356,3415.223392,2911.964653,2026.974843,3370.406765,4354.520229,2315.969422,3327.515278,,,,,,,,,,,,,
804,14194.06324,16109.57885,13986.86766,8298.551044,15109.11596,15616.41304,19044.22743,17100.2029,7914.337293,13173.87617,8965.954861,13167.75773,8532.960352,12158.02875,8284.719737,3022.146226,5849.034931,5829.372576,3176.135345,5629.151543,4239.914694,4972.465059,7236.054293,4890.863501,2806.19788,5477.28549,1662.12204,2355.97251,4255.503947,1469.14272,3965.158973,4183.420101,12270.03194,12933.43782,29975.1164,14617.74868,16144.52177,11491.74455,26722.89326,16782.18765,14717.4974,13106.5024,7058.492999,13913.68236,11413.4459,26676.7604,11007.46787,10045.46481,26330.20768,9544.983739,9509.363829,24037.28839,10628.11144,15545.39295,6414.207944,9643.270591,12705.30981,18792.29668,20596.43591,19767.33189,16504.3197,15791.76381,15266.80764,13609.46944,18969.48671,18683.08532,13879.3562,12257.90015,19372.42325,13401.25475,16459.47101,13300.73027,13408.96327,18148.05996,5687.426505,1471.689132,15340.24691,6982.4677,14467.24261,14108.14923,17681.15784,11251.92205,15291.70183,19330.80462,18221.30695,17179.58422,19085.48124,14140.20426,14977.16415,12287.51856,12044.85245,10951.60199,12263.12813,13654.52911,16002.66667,10564.47869,12069.09064,16150.63198,14744.41038,8328.375287,10087.64744,16092.1819,14421.03056,,,,,,,,,,,,,
435,6028.747636,3595.37037,3049.487918,2946.655795,4033.021109,5752.983394,4718.923611,4051.44976,6040.900594,5611.24788,3967.007212,3907.961489,3812.574416,4255.310063,5229.012315,4605.013685,2085.469123,3657.754107,3531.287784,3129.170679,4943.806782,4254.521605,3331.660354,3194.080645,3446.128581,2726.944143,1670.963115,3439.049919,3235.833333,3288.136674,3936.601041,2950.387443,4145.011693,4587.560652,7209.231217,4198.365344,4134.290983,4497.909138,3784.83427,4534.035103,3490.869418,3537.802063,3875.706113,2924.078635,2374.765739,2548.940043,4414.054985,3028.500309,5685.389408,2256.595223,3867.758756,1279.982713,2517.46148,2328.221545,1.008047767,1210.39214,3467.423791,3630.582761,4727.842088,4245.274994,3957.89732,2662.884898,4700.676431,4016.668371,3156.109903,5234.436275,4914.694977,3467.114468,3124.660697,2515.31243,3543.046893,4779.916501,3052.135448,2678.336916,3578.517072,311.596441,3205.871914,5505.933463,3015.163354,2509.400314,3698.527259,4913.787855,2890.599759,4231.386838,3274.19398,4537.52606,3457.900327,3312.294423,3588.988056,4008.157325,4980.709256,4612.328018,3702.25976,3233.684706,3057.372222,3316.043162,5017.244737,4986.436287,3387.449423,5527.628987,5497.252595,3099.919635,4551.738889,,,,,,,,,,,,,
4422,3542.204787,3602.329152,2728.316113,3265.384323,2845.264826,4463.339674,4071.275422,2616.630658,3668.860645,3059.838581,2855.208066,3754.528485,1849.548988,2820.709978,1251.231776,3928.903156,2624.774678,3088.548654,3851.026162,3863.824691,3131.284656,2430.832169,3496.57197,3870.242234,2490.755008,2991.33255,2414.718522,3562.989706,2464.695153,2396.655292,3057.895451,3730.684201,1496.10227,3075.525994,4083.313492,2823.906614,2690.753628,3050.352544,2611.693196,2870.607419,2775.155504,2783.410009,3443.598588,1812.387443,2211.861059,3388.969479,2168.29006,3051.270988,3253.978193,2025.760023,2905.21558,1204.75769,1949.715983,2525.528455,543.7409657,1997.756103,1805.547824,908.1460767,3099.433096,1985.37937,1524.855625,1734.137524,1855.130013,660.8423086,1546.40006,1066.714665,1624.816098,2033.171432,1711.348989,1653.725687,2137.04031,1693.890267,1681.768873,1350.40399,1558.368345,139.3240884,509.8235185,1990.755814,1535.783894,1714.634232,3255.994289,3666.449669,3351.886428,3291.58433,2799.198919,2940.307688,2707.78463,2069.546839,2483.783969,3185.386043,2707.378996,2212.710339,2273.828829,1925.170429,2455.311111,2341.915906,3558.281287,2288.481775,2530.665881,2780.509694,2406.837108,2282.262825,2726.728889,,,,,,,,,,,,,
455,1218.601064,1062.257975,292.5623024,1209.479778,753.3156966,661.7044686,700.374938,1351.592936,1333.000524,672.2793681,357.8084936,1.145022411,476.6010484,455.5712719,1778.743373,1461.89116,823.8876073,1150.592345,730.8450334,1.19845679,1322.903071,810.3150769,928.5192551,1670.107527,580.7992954,1.169860207,986.3323941,767.3100989,1298.655637,387.3934088,459.4531851,1000.932393,449.8273443,1170.639399,466.5763492,1476.156349,1787.67666,1672.351246,1152.417197,2185.666608,1089.699637,1296.876228,1399.100068,646.2644827,457.3473004,1038.662551,1408.633914,640.0957716,1983.838006,1.035135423,1287.298913,354.4834585,482.1096734,467.4380081,630.0298546,293.683436,349.1011708,1172.016609,1516.141105,1969.16778,471.5840263,386.8931159,1191.135391,1.102874347,377.7483696,1523.878093,691.6679993,1650.506281,1050.108339,935.8090767,470.6870524,2304.88922,580.7603724,1315.092317,974.233015,42.24699649,1.19845679,1837.971576,725.3412334,1242.610461,250.3990654,1883.94647,340.7474884,536.3473394,819.6767492,403.9617093,348.8600833,384.9561017,977.0259424,866.2520416,918.1215907,1135.072704,0.971721722,615.7967021,704.7252778,1187.316536,1163.76462,1968.893298,1053.17217,2333.280696,1316.775773,1470.042563,497.5633056,,,,,,,,,,,,,
